Title,Section,Ingredients,Instruction,Variations,Nutrition Information
Peus de porc a la brasa,Carns,"4 peus de porc bullits i freds (vegeu Peus de porc amb llenegues)

	Oli

	Pa ratllat","Unteu els peus amb oli, cobriu-los amb una capa fina de pa ratllat i col•loqueu-los a la graella, a foc viu.

	Quan estiguin marcats per un costat, gireu-los.

	Deixeu-los un moment més a la graella i lleveu-los.","En lloc d’oli es pot fer servir mantega.
	S’hi pot posar allioli per sobre i gratinar-los.
	Una vegada es treuen del foc s’hi pot afegir per sobre una picada d’all i julivert o una picada de fruits secs.
	Es poden untar amb mostassa abans d’empanar-los.","{'Energia (kcal)': {'Per ració': '751', '%QDO': '37,55%'}, 'Proteïnes (g)': {'Per ració': '32,3', '%QDO': '64,60%'}, 'Greix total (g)': {'Per ració': '57,7', '%QDO': '82,43%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '18,1', '%QDO': '6,70%'}, 'Fibra dietètica (g)': {'Per ració': '6,3', '%QDO': '21,00%'}, 'AGS (g)': {'Per ració': '16,4', '%QDO': '82,00%'}, 'AGM (g)': {'Per ració': '28,9', '%QDO': ''}, 'AGP (g)': {'Per ració': '7,1', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '10,09', '%QDO': '3,36%'}, 'Ferro (mg)': {'Per ració': '5,6', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '94,9', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '5,3', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '444', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '1,52', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '7,28', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,88', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,44', 'QDR': '1'}}"
Perdius estofades,Carns,"2 perdius.
1 tall de pernil a daus.
2 cebes tallades gruixudes.
2 grans d’all.
2 tomàquets madurs tallats a daus.
Un manat d’herbes: orenga, farigola, llorer, romaní.
1 got de vi blanc.
Un raig d’aiguardent.
Un raig de vinagre.
Oli. 
Sal.
Pebre.","Netegeu, flamegeu i buideu les perdius, reservant-ne el fetges.
Poseu les perdius salpebrades en una cassola amb el pernil, les cebes, els alls, els tomàquets, el manat d’herbes, una mica d’oli i el vi.
Deixeu-ho estofar i al cap d’una estona afegiu-hi els fetges picats deixatats amb un raig d’aiguardent i un de vinagre.
Deixeu-ho coure fins que les perdius siguin toves.
Poseu-ho a punt de sal.
Partiu les perdius en dues meitats, disposeu-les en una plata calenta i coleu la salsa per sobre.",,"{'Ferro (mg)': {'Per ració': '5,6', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '94,9', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '5,3', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '444', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '1,52', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '7,28', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,88', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,44', 'QDR': '1'}}"
Cargolada de bacallà amb patates,Cargols,"600 g de bacallà dessalat.
½ kg de patates tallades a daus.
1 kg de cargols bullits (vegeu cargols a la cassola).
2 ous durs tallats a quarts.
2 cebes trinxades.
4 tomàquets ratllats.
3 grans d'all picats.
Allioli negat. 
Aigua.
Oli. 
Sal.","Enfarineu i fregiu lleugerament el bacallà en oli ben calent.
Feu un sofregit en el mateix oli amb les cebes, els alls i els tomàquets.
Afegiu-hi les patates i aigua que cobreixi, i a mitja cocció hi tireu els cargols, els ous durs i el bacallà.
Deixeu-ho coure tot junt i al final afegiu-hi l’allioli negat amb el suc de la cocció.",,"{'Ferro (mg)': {'Per ració': '5,6', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '94,9', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '5,3', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '444', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '1,52', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '7,28', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,88', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,44', 'QDR': '1'}}"
Torradetes de Santa Teresa,Postres i dolços,"1 barra de pa sec.
1 litre de llet.
3 ous.
Oli.
Sucre.
Canyella en pols.","Talleu el pa a llesques fines, poseu-les a remullar amb la llet i passeu-les per ou batut.
Fregiu-les en una paella amb oli abundant.
Escorreu-les bé i passeu-les per un bol amb sucre i canyella.","Es pot bullir la llet amb una branca de canyella i una pell de llimona o de taronja, i deixar-la refredar abans de posar-hi el pa.","{'Ferro (mg)': {'Per ració': '5,6', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '94,9', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '5,3', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '444', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '1,52', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '7,28', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,88', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,44', 'QDR': '1'}}"
Truita amb suc,Ous,"1 truita de patates.
1 ceba trinxada.
2 alls trinxats.
1 pebrot vermell trinxat.
2 tomàquets rallats.
Julivert.
1 cullerada de farina.
Oli.
Sal.
2 gots d’aigua.","Feu un sofregit amb les verdures i afegiu-hi la farina en una paella fonda.
Deixeu-ho coure 5 minuts més i afegiu-hi l’aigua.
Deixeu que s’espesseixi la salsa i afegiu-hi la truita tallada en porcions.
Deixeu-ho coure a foc baix una estona més.","En comptes de patates la truita pot ser d’espinacs, fesols, bròquil, mongetes, etc.
Es pot fer una reducció de vi ranci en el sofregit.
Es pot afegir una picada d’avellanes i ametlles al sofregit.
S’hi pot posar bacallà esqueixat i ou dur.","{'Ferro (mg)': {'Per ració': '5,6', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '94,9', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '5,3', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '444', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '1,52', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '7,28', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,88', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,44', 'QDR': '1'}}"
Romesco de peix,Peixos i mariscs,"1 kg de peix de carn ferma (rap, orada, nero, congre etc). Aigua. Sal.
Per fer el romesco: 5 pebrots de romesco remullats. 3 tomàquets escalivats. 1 llesca de pa fregit. 2 grans d’all escalivats. Un grapadet d’avellanes i ametlles torrades. 1 copa de vi ranci. Oli.","Piqueu tots els ingredients del romesco en el morter fins que quedi una pasta homogènia.
	Deixateu-la amb aigua, poseu-la en una cassola i, quan arrenqui el bull, afegiu-hi els talls de peix prèviament salats.","Es pot salar, enfarinar i fregir el peix abans d’afegir-lo a la cassola.
	Es pot fer primer un sofregit de ceba.
	Es pot fer amb tots els ingredients del romesco fregits.
	S’hi pot afegir un bitxo.
	En lloc de pebrot del romesco s’hi pot posar nyora.
	Es pot substituir el pa per galeta.
	Es pot fer una reducció de vi blanc o de vi ranci, o afegir-hi un raig de conyac, de ratafia o de vermut.
	Es pot acompanyar de mongetes bullides.
	Es pot fer amb barreja de diferents tipus de peix i marisc.","{'Energia (kcal)': {'Per ració': '658', '%QDO': '32,90%'}, 'Proteïnes (g)': {'Per ració': '49,3', '%QDO': '98,60%'}, 'Greix total (g)': {'Per ració': '26,7', '%QDO': '38,14%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '40,2', '%QDO': '14,89%'}, 'Fibra dietètica (g)': {'Per ració': '20,3', '%QDO': '67,67%'}, 'AGS (g)': {'Per ració': '3,9', '%QDO': '19,50%'}, 'AGM (g)': {'Per ració': '11,1', '%QDO': ''}, 'AGP (g)': {'Per ració': '9,6', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '56,3', '%QDO': '18,77%'}, 'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Panoli,Postres i dolços,"½ l d’oli d’oliva.
200 g de sucre.
Matafaluga en gra.
½ kg de farina","En un bol remeneu l’oli, el sucre i la matafaluga.
Quan estigui ben remenat afegiu-hi la farina fins que la pasta es pugui treballar.
Feu boles de 100 g, aixafeu-les primer, estireu-les amb  els dits  i feu  panolis d’uns 12 cm de diàmetre i 1,5 cm de gruix aproximadament. Finalment amb una pessigada, feu una petita muntanyeta al mig.
Poseu-los en una safata de forn i coeu-los a poc a poc a 120º de temperatura.",,"{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Musclos a la marinera,Peixos i mariscs,"3 ½ kg de musclos grans.
1 ceba trinxada.
4 tomàquets madurs ratllats.
Mig got de vi blanc.
1 cullerada de farina.
Per fer la picada:
2 grans d’all.
Uns brins de safrà.
Julivert.","Bulliu els musclos amb poca aigua, en una cassola tapada, i coleu el caldo.
Feu un sofregit amb la ceba i el tomàquet, tireu-hi el vi deixeu-lo reduir i afegiu-hi la farina, que es cogui una estona, remenant-ho.
Mulleu-ho amb aigua de bullir els musclos i deixeu-ho coure durant 10 minuts.
Afegiu-hi els musclos i la picada, i deixeu-ho coure 5 minuts tot junt.","En comptes de l’aigua de bullir els musclos hi podeu posar brou de peix.
La salsa es pot triturar i passar per un colador.
Es poden afegir ametlles a la picada.
Es pot fer amb cloïsses en comptes de musclos.","{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Mandonguilles amb tomàquet,Carns,"400 g de carn de vedella picada. 
400 g de carn de porc picada.
2 ous.
Salsa de tomàquet.
3 grans d’all. 
Julivert.
Pa ratllat.
Farina.
Sal.
Pebre.
Oli.
Aigua.","Feu les mandonguilles amb les carns, l’all i el julivert trinxats, els ous, el pa ratllat, la sal i el pebre.
Enfarineu-les i fregiu-les en una cassola.
Afegiu-hi salsa de tomàquet, mulleu-ho amb una mica d’aigua i deixeu-ho coure una estona tot junt.  
Poseu-ho a punt de sal i pebre.","Es pot acompanyar de pèsols.
Es pot afegir al final una picada d’ametlles, safrà i carquinyolis.","{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Truita de patates,Ous,"1 kg de patates tallades a rodelles petites.
6 ous.
Oli.
Sal.","Fregiu les patates, amb oli calent però no massa, fins que siguin toves i escorreu l’oli.
Bateu els ous amb una mica de sal i afegiu-los a les patates.
Feu la truita rodona, primer a foc lent per un cantó, tot procurant que la mescla es qualli; després li doneu la volta per coure l’altre costat.",S’hi pot afegir ceba.,"{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Cócs d'Ametlla,Postres i dolços,,Vegeu Capsetes,,"{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
El niu,Peixos i mariscs,"8 trossos de 100 g de peixopalo.
300 g de tripes de bacallà.
8 tords.
2 cebes trinxades.
3 tomàquets trinxats.
1 kg de patates.
Aigua.
Per fer la picada:
Un grapadet d’avellanes.
2 grans d’all.
Uns brins de safrà.
1 carquinyoli.","Poseu en remull el peixopalo durant 4 dies i la tripa de bacallà durant 2 dies.
En una olla feu un sofregit amb les cebes i els tomàquets. 
Tireu-hi el peixopalo, la tripa de bacallà i els tords, mulleu-ho amb aigua i deixeu-ho bullir a poc a poc.
Al cap de 20 minuts afegiu-hi les patates tallades i continueu a foc suau. 
Quan faltin 10 minuts per acabar, afegiu-hi la picada deixatada amb una mica del líquid de la cocció.","En comptes de tords podeu posar-hi altres aus.
En lloc de la picada s’hi pot  posar un  allioli, que s’afegeix en el últim moment.
Es pot torrar el safrà abans de posar-lo a la picada.","{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Llengua de vedella guisada amb pèsols,Carns,"1 llengua de vedella.                                                         .
200 g de pèsols.
Un tros de cansalada tallada a tires.
1 ceba tallada a trossos.
2 pastanagues tallades a rodanxes.
3 grans d’all.
1 manat d’herbes: marduix, sajolida.
1 got de vi ranci.
Llard.
Sal.
Pebre.
Aigua.","Escaldeu la llengua i peleu-la.
Salpebreu-la i sofregiu-la a poc a poc en una cassola amb llard i la cansalada.
Afegiu-hi la ceba, les pastanagues, els alls trinxats i el manat d’herbes, i quan estiguin rosses tireu-hi el vi, deixeu-lo reduir i afegiu-hi aigua fina a cobrir.
Deixeu-ho coure fins que la llengua sigui tendra.
Talleu-la, poseu-la en una cassola amb la salsa colada per sobre i els pèsols, i deixeu-ho bullir fins que els pèsols siguin cuits.","S’hi pot afegir una picada que ajudarà a lligar la salsa.
Es pot acompanyar de cebetes, de llegums. 
Espot fer amb salsa de tomàquet.","{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Platillo de pollastre amb tripa de bacallà,Carns,"1 pollastre de pagès trossejat.
500 g de tripa de bacallà remullada i escaldada.
3 cebes trinxades.
2 alls.
4 tomàquets trinxats.
Llorer.
Oli.
Sal.
Pebre.
Aigua.
Per fer la picada:
6 ametlles torrades.
2 llesquetes de pa torrat.
Pebre negre.","Salpebreu i enrossiu els trossos de pollastre en una cassola amb oli, i reserveu-los.
En el mateix oli feu un sofregit amb la ceba, l'all trinxat i el tomàquet.
Afegiu-hi el pollastre i una mica d’aigua i deixeu-ho coure lentament.
Quan falti una estona per acabar la cocció afegiu-hi la tripa de bacallà trossejada i la picada, i deixeu que cogui a foc baix fins que el pollastre i la tripa estiguin cuits.
Disposeu els talls de pollastre en una plata calenta amb la tripa al voltant i coleu la salsa per sobre.",,"{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
Trinxat de carn d'olla de Sant Esteve,"Sopes, escudelles, brous, farientes i cremes","Sobrants de la carn d’olla (vegeu Escudella i carn d’olla):
   1 tall de cansalada.
   1 botifarra negra.
   1 botifarra blanca.
   1 tros de pollastre amb els seus menuts.
   1 tros de pit o de coll de xai.
100 g d’olives.
1 ou dur.
½ copa d’oli.
Patates palla.","Traieu els pinyols de les olives i trinxeu-les, barregeu-les amb l’ou dur i l’oli.
Escalfeu la carn d’olla esfilagarsada amb una mica de caldo i serviu-la amb patates palla i la salsa d’olives.",,"{'Ferro (mg)': {'Per ració': '21,7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '240', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,6', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '1114', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,568', 'QDR': '1,4'}, 'Vitamina B2': {'Per ració': '1,36', 'QDR': '1,6'}, 'Niacina (mg)': {'Per ració': '213,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '2,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '1,84', 'QDR': '1'}, 'Vitamina A (µg)': {'Per ració': '5289', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '5,9', 'QDR': '10'}}"
